Gene	0bp	100bp	250bp	500bp	750bp	1000bp	1500bp	2000bp	3000bp	4000bp	5000bp	7500bp	10000bp	up_0bp	up_100bp	up_250bp	up_500bp	up_750bp	up_1000bp	up_1500bp	up_2000bp	up_3000bp	up_4000bp	up_5000bp	up_7500bp	up_10000bp	down_0bp	down_100bp	down_250bp	down_500bp	down_750bp	down_1000bp	down_1500bp	down_2000bp	down_3000bp	down_4000bp	down_5000bp	down_7500bp	down_10000bp
ID=AT1G35490.Araport11.447;Name=AT1G35490			1.0	1.0	3.0	3.0	3.0	3.0	4.0	9.0	10.0	14.0	19.0					1.0	1.0	1.0	1.0	1.0	5.0	5.0	7.0	7.0			1.0	1.0	2.0	2.0	2.0	2.0	3.0	4.0	5.0	7.0	12.0
ID=AT1G33260.Araport11.447;Name=AT1G33260						1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0						1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0											1.0	1.0	1.0
ID=AT1G51220.Araport11.447;Name=AT1G51220	1.0	2.0	3.0	3.0	3.0	4.0	4.0	5.0	6.0	7.0	7.0	10.0	11.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	4.0	5.0	6.0	6.0	9.0	9.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0
ID=AT1G04420.Araport11.447;Name=AT1G04420				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0												1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G61540.Araport11.447;Name=AT1G61540										2.0	2.0	2.0	4.0										2.0	2.0	2.0	4.0													
ID=AT1G65580.Araport11.447;Name=AT1G65580																																							
ID=AT1G49260.Araport11.447;Name=AT1G49260				2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	7.0				2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	6.0	7.0													
ID=AT1G12010.Araport11.447;Name=AT1G12010	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G13195.Araport11.447;Name=AT1G13195																																							
ID=AT1G05190.Araport11.447;Name=AT1G05190																																							
ID=AT1G63330.Araport11.447;Name=AT1G63330									1.0	1.0	1.0	1.0	1.0																						1.0	1.0	1.0	1.0	1.0
ID=AT1G65790.Araport11.447;Name=AT1G65790												1.0	1.0												1.0	1.0													
ID=AT1G50140.Araport11.447;Name=AT1G50140			1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0			1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0													
ID=AT1G21080.Araport11.447;Name=AT1G21080													1.0													1.0													
ID=AT1G60660.Araport11.447;Name=AT1G60660																																							
ID=AT1G30480.Araport11.447;Name=AT1G30480													2.0																										2.0
ID=AT1G13950.Araport11.447;Name=AT1G13950									1.0	1.0	1.0	1.0	1.0									1.0	1.0	1.0	1.0	1.0													
ID=AT1G19510.Araport11.447;Name=AT1G19510								1.0	1.0	1.0	1.0	1.0	1.0								1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT1G19640.Araport11.447;Name=AT1G19640																																							
ID=AT1G22010.Araport11.447;Name=AT1G22010												1.0	1.0												1.0	1.0													
ID=AT1G23147.Araport11.447;Name=AT1G23147				1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0				1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0													
ID=AT1G30090.Araport11.447;Name=AT1G30090											1.0	3.0	4.0												2.0	3.0											1.0	1.0	1.0
ID=AT1G17460.Araport11.447;Name=AT1G17460												2.0	2.0																									2.0	2.0
ID=AT1G08410.Araport11.447;Name=AT1G08410	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G23330.Araport11.447;Name=AT1G23330				1.0	1.0	4.0	6.0	7.0	8.0	8.0	8.0	12.0	14.0												3.0	5.0				1.0	1.0	4.0	6.0	7.0	8.0	8.0	8.0	9.0	9.0
ID=AT1G11530.Araport11.447;Name=AT1G11530			2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0			2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0													
ID=AT1G27190.Araport11.447;Name=AT1G27190																																							
ID=AT1G75130.Araport11.447;Name=AT1G75130																																							
ID=AT1G72850.Araport11.447;Name=AT1G72850												1.0	1.0																									1.0	1.0
ID=AT1G48830.Araport11.447;Name=AT1G48830										1.0	2.0	4.0	6.0																							1.0	2.0	4.0	6.0
ID=AT1G02110.Araport11.447;Name=AT1G02110																																							
ID=AT1G02840.Araport11.447;Name=AT1G02840											2.0	2.0	2.0																								2.0	2.0	2.0
ID=AT1G04430.Araport11.447;Name=AT1G04430									1.0	1.0	1.0	1.0	1.0									1.0	1.0	1.0	1.0	1.0													
ID=AT1G32990.Araport11.447;Name=AT1G32990					1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0																		1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0
ID=AT1G24420.Araport11.447;Name=AT1G24420											2.0	4.0	4.0												2.0	2.0											2.0	2.0	2.0
ID=AT1G22380.Araport11.447;Name=AT1G22380												2.0	2.0												2.0	2.0													
ID=AT1G71697.Araport11.447;Name=AT1G71697																																							
ID=AT1G22550.Araport11.447;Name=AT1G22550												2.0	3.0												2.0	3.0													
ID=AT1G61300.Araport11.447;Name=AT1G61300					1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0												1.0	1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G15840.Araport11.447;Name=AT1G15840	2.0	2.0	2.0	2.0	2.0	2.0	4.0	5.0	6.0	8.0	9.0	12.0	13.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	5.0	8.0	9.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	5.0	6.0	6.0	6.0	6.0	6.0
ID=AT1G18290.Araport11.447;Name=AT1G18290																																							
ID=AT1G15440.Araport11.447;Name=AT1G15440		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT1G07940.Araport11.447;Name=AT1G07940	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G15660.Araport11.447;Name=AT1G15660		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0												3.0	3.0
ID=AT1G04520.Araport11.447;Name=AT1G04520																																							
ID=AT1G54970.Araport11.447;Name=AT1G54970									1.0	1.0	1.0	5.0	5.0												2.0	2.0									1.0	1.0	1.0	3.0	3.0
ID=AT1G49650.Araport11.447;Name=AT1G49650								1.0	1.0	1.0	1.0	1.0	3.0								1.0	1.0	1.0	1.0	1.0	3.0													
ID=AT1G73190.Araport11.447;Name=AT1G73190																																							
ID=AT1G17560.Araport11.447;Name=AT1G17560		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT1G68520.Araport11.447;Name=AT1G68520									1.0	2.0	2.0	2.0	4.0																						1.0	2.0	2.0	2.0	4.0
ID=AT1G15980.Araport11.447;Name=AT1G15980			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT1G54095.Araport11.447;Name=AT1G54095																																							
ID=AT1G27595.Araport11.447;Name=AT1G27595											6.0	11.0	13.0											6.0	11.0	13.0													
ID=AT1G66390.Araport11.447;Name=AT1G66390						1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0																			1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0
ID=AT1G26610.Araport11.447;Name=AT1G26610											1.0	1.0	4.0											1.0	1.0	1.0													3.0
ID=AT1G11303.Araport11.447;Name=AT1G11303																																							
ID=AT1G26110.Araport11.447;Name=AT1G26110											2.0	3.0	3.0											1.0	1.0	1.0											1.0	2.0	2.0
ID=AT1G19890.Araport11.447;Name=AT1G19890		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0															1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0
ID=AT1G18850.Araport11.447;Name=AT1G18850												1.0	2.0													1.0												1.0	1.0
ID=AT1G31120.Araport11.447;Name=AT1G31120			1.0	1.0	2.0	2.0	2.0	4.0	5.0	5.0	5.0	5.0	7.0								1.0	2.0	2.0	2.0	2.0	3.0			1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0
ID=AT1G34150.Araport11.447;Name=AT1G34150			2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G13320.Araport11.447;Name=AT1G13320				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT1G13820.Araport11.447;Name=AT1G13820											1.0	2.0	2.0																								1.0	2.0	2.0
ID=AT1G15880.Araport11.447;Name=AT1G15880										2.0	4.0	6.0	6.0																							2.0	4.0	6.0	6.0
ID=AT1G03150.Araport11.447;Name=AT1G03150	1.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0
ID=AT1G80810.Araport11.447;Name=AT1G80810																																							
ID=AT1G48210.Araport11.447;Name=AT1G48210													2.0																										2.0
ID=AT1G48145.Araport11.447;Name=AT1G48145																																							
ID=AT1G27980.Araport11.447;Name=AT1G27980								1.0	1.0	1.0	1.0	1.0	2.0								1.0	1.0	1.0	1.0	1.0	1.0													1.0
ID=AT1G54575.Araport11.447;Name=AT1G54575																																							
ID=AT1G20330.Araport11.447;Name=AT1G20330							1.0	1.0	1.0	1.0	1.0	3.0	4.0												2.0	3.0							1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G54957.Araport11.447;Name=AT1G54957	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	6.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT1G17400.Araport11.447;Name=AT1G17400									1.0	4.0	5.0	5.0	7.0									1.0	4.0	5.0	5.0	7.0													
ID=AT1G52220.Araport11.447;Name=AT1G52220												1.0	1.0																									1.0	1.0
ID=AT1G65310.Araport11.447;Name=AT1G65310					1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0					1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0													
ID=AT1G11362.Araport11.447;Name=AT1G11362					2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0					2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0													
ID=AT1G51540.Araport11.447;Name=AT1G51540																																							
ID=AT1G28690.Araport11.447;Name=AT1G28690										2.0	3.0	7.0	11.0											1.0	2.0	5.0										2.0	2.0	5.0	6.0
ID=AT1G48430.Araport11.447;Name=AT1G48430					1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0																		1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0
ID=AT1G31960.Araport11.447;Name=AT1G31960	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0
ID=AT1G06000.Araport11.447;Name=AT1G06000																																							
ID=AT1G56440.Araport11.447;Name=AT1G56440										1.0	1.0	1.0	3.0										1.0	1.0	1.0	1.0													2.0
ID=AT1G63870.Araport11.447;Name=AT1G63870	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT1G04540.Araport11.447;Name=AT1G04540																																							
ID=AT1G11860.Araport11.447;Name=AT1G11860										1.0	1.0	1.0	1.0																							1.0	1.0	1.0	1.0
ID=AT1G64280.Araport11.447;Name=AT1G64280													1.0																										1.0
ID=AT1G80140.Araport11.447;Name=AT1G80140																																							
ID=AT1G22910.Araport11.447;Name=AT1G22910												3.0	3.0																									3.0	3.0
ID=AT1G37113.Araport11.447;Name=AT1G37113								3.0	3.0	3.0	6.0	8.0	12.0								3.0	3.0	3.0	3.0	5.0	7.0											3.0	3.0	5.0
ID=AT1G55280.Araport11.447;Name=AT1G55280	2.0	3.0	4.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0	5.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0
ID=AT1G78815.Araport11.447;Name=AT1G78815																																							
ID=AT1G20010.Araport11.447;Name=AT1G20010												1.0	1.0												1.0	1.0													
ID=AT1G77850.Araport11.447;Name=AT1G77850													2.0													2.0													
ID=AT1G35510.Araport11.447;Name=AT1G35510	7.0	7.0	8.0	8.0	8.0	8.0	8.0	9.0	11.0	12.0	12.0	19.0	19.0	7.0	7.0	8.0	8.0	8.0	8.0	8.0	9.0	10.0	11.0	11.0	14.0	14.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	8.0	8.0	8.0	12.0	12.0
ID=AT1G49510.Araport11.447;Name=AT1G49510					1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0													1.0
ID=AT1G66250.Araport11.447;Name=AT1G66250										1.0	1.0	3.0	6.0										1.0	1.0	1.0	1.0												2.0	5.0
ID=AT1G26930.Araport11.447;Name=AT1G26930		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0															1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0
ID=AT1G55673.Araport11.447;Name=AT1G55673																																							
ID=AT1G21840.Araport11.447;Name=AT1G21840																																							
ID=AT1G52570.Araport11.447;Name=AT1G52570												6.0	8.0												4.0	6.0												2.0	2.0
ID=AT1G66020.Araport11.447;Name=AT1G66020			1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0			1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0												1.0	1.0
ID=AT1G60815.Araport11.447;Name=AT1G60815																																							
ID=AT1G30420.Araport11.447;Name=AT1G30420																																							
ID=AT1G24460.Araport11.447;Name=AT1G24460									1.0	2.0	2.0	2.0	3.0									1.0	2.0	2.0	2.0	2.0													1.0
ID=AT1G73030.Araport11.447;Name=AT1G73030																																							
ID=AT1G55520.Araport11.447;Name=AT1G55520												1.0	1.0												1.0	1.0													
ID=AT1G04920.Araport11.447;Name=AT1G04920																																							
ID=AT1G33520.Araport11.447;Name=AT1G33520				1.0	1.0	1.0	3.0	4.0	6.0	9.0	11.0	15.0	17.0																	1.0	1.0	1.0	3.0	4.0	6.0	9.0	11.0	15.0	17.0
ID=AT1G54350.Araport11.447;Name=AT1G54350													1.0													1.0													
ID=AT1G22130.Araport11.447;Name=AT1G22130			1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0																1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G18470.Araport11.447;Name=AT1G18470																																							
ID=AT1G73965.Araport11.447;Name=AT1G73965																																							
ID=AT1G13540.Araport11.447;Name=AT1G13540																																							
ID=AT1G72560.Araport11.447;Name=AT1G72560											1.0	1.0	1.0											1.0	1.0	1.0													
ID=AT1G43080.Araport11.447;Name=AT1G43080			1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0																1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0
ID=AT1G80820.Araport11.447;Name=AT1G80820																																							
ID=AT1G58160.Araport11.447;Name=AT1G58160				1.0	1.0	1.0	2.0	2.0	2.0	5.0	5.0	6.0	8.0				1.0	1.0	1.0	2.0	2.0	2.0	5.0	5.0	5.0	7.0												1.0	1.0
ID=AT1G48530.Araport11.447;Name=AT1G48530									2.0	2.0	2.0	2.0	2.0																						2.0	2.0	2.0	2.0	2.0
ID=AT1G06430.Araport11.447;Name=AT1G06430																																							
ID=AT1G70000.Araport11.447;Name=AT1G70000								3.0	3.0	6.0	6.0	8.0	8.0								3.0	3.0	3.0	3.0	5.0	5.0										3.0	3.0	3.0	3.0
ID=AT1G33600.Araport11.447;Name=AT1G33600	1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	4.0	4.0	5.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	5.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0
ID=AT1G76260.Araport11.447;Name=AT1G76260																																							
ID=AT1G35540.Araport11.447;Name=AT1G35540							1.0	1.0	4.0	5.0	6.0	8.0	9.0							1.0	1.0	2.0	3.0	4.0	6.0	6.0									2.0	2.0	2.0	2.0	3.0
ID=AT1G49330.Araport11.447;Name=AT1G49330											2.0	2.0	2.0											2.0	2.0	2.0													
ID=AT1G36675.Araport11.447;Name=AT1G36675	3.0	3.0	3.0	5.0	5.0	5.0	5.0	7.0	9.0	9.0	10.0	15.0	21.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	7.0	7.0	8.0	12.0	14.0	3.0	3.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	6.0	10.0
ID=AT1G30972.Araport11.447;Name=AT1G30972					1.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0																		1.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0
ID=AT1G05805.Araport11.447;Name=AT1G05805																																							
ID=AT1G67635.Araport11.447;Name=AT1G67635						1.0	1.0	1.0	1.0	1.0	3.0	4.0	4.0											1.0	1.0	1.0						1.0	1.0	1.0	1.0	1.0	2.0	3.0	3.0
ID=AT1G73875.Araport11.447;Name=AT1G73875																																							
ID=AT1G30190.Araport11.447;Name=AT1G30190									2.0	3.0	6.0	6.0	8.0									2.0	3.0	6.0	6.0	8.0													
ID=AT1G28010.Araport11.447;Name=AT1G28010	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
ID=AT1G14550.Araport11.447;Name=AT1G14550													2.0													2.0													
ID=AT1G17650.Araport11.447;Name=AT1G17650	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G55050.Araport11.447;Name=AT1G55050									1.0	1.0	1.0	2.0	3.0													1.0									1.0	1.0	1.0	2.0	2.0
ID=AT1G62450.Araport11.447;Name=AT1G62450							1.0	1.0	1.0	2.0	2.0	2.0	3.0							1.0	1.0	1.0	2.0	2.0	2.0	3.0													
ID=AT1G78310.Araport11.447;Name=AT1G78310													1.0													1.0													
ID=AT1G79130.Araport11.447;Name=AT1G79130									1.0	1.0	1.0	1.0	1.0																						1.0	1.0	1.0	1.0	1.0
ID=AT1G58340.Araport11.447;Name=AT1G58340				1.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0	5.0	5.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0							1.0	1.0	1.0	2.0	2.0	3.0	3.0
ID=AT1G20740.Araport11.447;Name=AT1G20740	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G52900.Araport11.447;Name=AT1G52900								1.0	2.0	3.0	3.0	3.0	4.0								1.0	2.0	3.0	3.0	3.0	3.0													1.0
ID=AT1G53210.Araport11.447;Name=AT1G53210																																							
ID=AT1G68945.Araport11.447;Name=AT1G68945																																							
ID=AT1G16830.Araport11.447;Name=AT1G16830																																							
ID=AT1G43810.Araport11.447;Name=AT1G43810										1.0	2.0	5.0	11.0										1.0	2.0	3.0	7.0												2.0	4.0
ID=AT1G70840.Araport11.447;Name=AT1G70840					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT1G51310.Araport11.447;Name=AT1G51310				1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0				1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0													
ID=AT1G44090.Araport11.447;Name=AT1G44090								1.0	2.0	3.0	4.0	7.0	11.0									1.0	2.0	2.0	3.0	4.0								1.0	1.0	1.0	2.0	4.0	7.0
ID=AT1G14820.Araport11.447;Name=AT1G14820									1.0	2.0	3.0	5.0	5.0																						1.0	2.0	3.0	5.0	5.0
ID=AT1G10880.Araport11.447;Name=AT1G10880																																							
ID=AT1G21864.Araport11.447;Name=AT1G21864																																							
ID=AT1G16980.Araport11.447;Name=AT1G16980													2.0													1.0													1.0
ID=AT1G34160.Araport11.447;Name=AT1G34160							1.0	1.0	1.0	1.0	1.0	2.0	2.0							1.0	1.0	1.0	1.0	1.0	2.0	2.0													
ID=AT1G29240.Araport11.447;Name=AT1G29240	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	3.0
ID=AT1G45403.Araport11.447;Name=AT1G45403				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0												1.0	1.0				1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ID=AT1G03830.Araport11.447;Name=AT1G03830																																							
ID=AT1G01305.Araport11.447;Name=AT1G01305																																							
ID=AT1G52530.Araport11.447;Name=AT1G52530												2.0	2.0																									2.0	2.0
ID=AT1G16890.Araport11.447;Name=AT1G16890																																							
ID=AT1G62940.Araport11.447;Name=AT1G62940			1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	3.0	3.0	3.0											1.0	1.0	1.0			1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0
ID=AT1G79960.Araport11.447;Name=AT1G79960					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0					1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0													
ID=AT1G29400.Araport11.447;Name=AT1G29400										1.0	2.0	3.0	3.0										1.0	2.0	3.0	3.0													
ID=AT1G20923.Araport11.447;Name=AT1G20923												1.0	1.0																									1.0	1.0
ID=AT1G63580.Araport11.447;Name=AT1G63580													1.0																										1.0
ID=AT1G08695.Araport11.447;Name=AT1G08695																																							
ID=AT1G01600.Araport11.447;Name=AT1G01600																																							
ID=AT1G07610.Araport11.447;Name=AT1G07610							1.0	1.0	1.0	1.0	1.0	2.0	2.0							1.0	1.0	1.0	1.0	1.0	2.0	2.0													
ID=AT1G77390.Araport11.447;Name=AT1G77390									1.0	1.0	1.0	1.0	1.0																						1.0	1.0	1.0	1.0	1.0
ID=AT1G10210.Araport11.447;Name=AT1G10210										1.0	2.0	4.0	6.0										1.0	2.0	4.0	4.0													2.0
ID=AT1G15790.Araport11.447;Name=AT1G15790	6.0	6.0	6.0	8.0	9.0	9.0	9.0	10.0	10.0	11.0	11.0	15.0	16.0	6.0	6.0	6.0	7.0	8.0	8.0	8.0	9.0	9.0	10.0	10.0	14.0	15.0	6.0	6.0	6.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0
ID=AT1G61930.Araport11.447;Name=AT1G61930										1.0	1.0	1.0	1.0										1.0	1.0	1.0	1.0													
ID=AT1G48360.Araport11.447;Name=AT1G48360																																							
ID=AT1G36980.Araport11.447;Name=AT1G36980	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	6.0	10.0	10.0	1.0	1.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	7.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	4.0	4.0
ID=AT1G62720.Araport11.447;Name=AT1G62720												1.0	1.0												1.0	1.0													
ID=AT1G30455.Araport11.447;Name=AT1G30455													1.0																										1.0
ID=AT1G23110.Araport11.447;Name=AT1G23110												4.0	4.0												3.0	3.0												1.0	1.0
ID=AT1G20970.Araport11.447;Name=AT1G20970																																							
ID=AT1G33355.Araport11.447;Name=AT1G33355											1.0	2.0	5.0											1.0	1.0	1.0												1.0	4.0
ID=AT1G77110.Araport11.447;Name=AT1G77110												1.0	1.0												1.0	1.0													
ID=AT1G16705.Araport11.447;Name=AT1G16705																																							
ID=AT1G54710.Araport11.447;Name=AT1G54710									1.0	3.0	3.0	3.0	4.0									1.0	1.0	1.0	1.0	1.0										2.0	2.0	2.0	3.0
ID=AT1G10657.Araport11.447;Name=AT1G10657																																							
ID=AT1G65000.Araport11.447;Name=AT1G65000																																							
