gene:Feature	CG_Total_C	CG_Methylated_C	CG_Total_Reads	CG_Methylated_Reads	CG_Weighted_mC	CHG_Total_C	CHG_Methylated_C	CHG_Total_Reads	CHG_Methylated_Reads	CHG_Weighted_mC	CHH_Total_C	CHH_Methylated_C	CHH_Total_Reads	CHH_Methylated_Reads	CHH_Weighted_mC	CG_pvalue	CG_qvalue	CHG_pvalue	CHG_qvalue	CHH_pvalue	CHH_qvalue	Classification
gene:BVRB_1g004460	11.0	11.0	93.0	87.0	0.9354838709677421	17.0	0.0	129.0	0.0	0.0	48.0	0.0	485.0	2.0	0.004123711340206186					1.0	1.0	Unclassified
gene:BVRB_1g003150	26.0	15.0	261.0	153.0	0.5862068965517241	41.0	0.0	404.0	1.0	0.0024752475247524753	74.0	0.0	727.0	3.0	0.0041265474552957355	0.0016363446452595967	0.003169162884664963	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g011770	28.0	0.0	160.0	0.0	0.0	22.0	0.0	155.0	1.0	0.0064516129032258064	54.0	0.0	360.0	1.0	0.0027777777777777783	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g005770	6.0	6.0	40.0	39.0	0.975	7.0	0.0	70.0	2.0	0.028571428571428567	38.0	0.0	283.0	3.0	0.01060070671378092					1.0	1.0	Unclassified
gene:BVRB_1g010740	7.0	4.0	59.0	38.0	0.6440677966101694	13.0	0.0	125.0	1.0	0.008	34.0	0.0	360.0	1.0	0.0027777777777777783					1.0	1.0	Unclassified
gene:BVRB_1g005470	22.0	21.0	207.0	196.0	0.9468599033816424	32.0	21.0	389.0	219.0	0.5629820051413882	87.0	15.0	1020.0	106.0	0.10392156862745099	5.1126936364983975e-11	1.47062730967844e-10	3.110201674276046e-19	1.4989877151811536e-18	9.021345772348823e-14	6.30556434233612e-13	TE-like
gene:BVRB_1g004540	14.0	14.0	144.0	138.0	0.9583333333333334	20.0	0.0	281.0	1.0	0.0035587188612099642	43.0	0.0	554.0	2.0	0.0036101083032490976			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g005870	27.0	21.0	369.0	255.0	0.6910569105691057	56.0	0.0	578.0	2.0	0.0034602076124567475	113.0	0.0	1107.0	4.0	0.003613369467028004	1.4265320532926482e-07	3.406814846894167e-07	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g011520	2.0	0.0	14.0	0.0	0.0	3.0	0.0	34.0	0.0	0.0	12.0	0.0	84.0	0.0	0.0							NA
gene:BVRB_1g012710	7.0	7.0	71.0	65.0	0.9154929577464788	15.0	0.0	201.0	0.0	0.0	21.0	0.0	324.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g005580											1.0	0.0	25.0	0.0	0.0							NA
gene:BVRB_1g006170	9.0	5.0	64.0	30.0	0.46875	7.0	0.0	50.0	0.0	0.0	26.0	0.0	184.0	2.0	0.010869565217391304					1.0	1.0	Unclassified
gene:BVRB_1g015390	4.0	4.0	30.0	25.0	0.8333333333333334	5.0	0.0	56.0	1.0	0.017857142857142856	9.0	0.0	160.0	0.0	0.0							NA
gene:BVRB_1g005020	24.0	1.0	131.0	9.0	0.06870229007633588	15.0	0.0	93.0	3.0	0.03225806451612903	40.0	1.0	265.0	10.0	0.03773584905660377	0.9996647664874472	1.0			0.3686395362403345	1.0	Unclassified
gene:BVRB_1g008910	2.0	2.0	6.0	6.0	1.0	8.0	8.0	89.0	88.0	0.9887640449438202	35.0	12.0	213.0	60.0	0.28169014084507044					3.2552353534081517e-15	2.4013387291625253e-14	TE-like
gene:BVRB_1g010070	10.0	9.0	118.0	96.0	0.8135593220338984	19.0	0.0	186.0	0.0	0.0	58.0	0.0	545.0	1.0	0.0018348623853211008					1.0	1.0	Unclassified
gene:BVRB_1g007790	14.0	11.0	308.0	255.0	0.8279220779220781	19.0	0.0	367.0	4.0	0.010899182561307902	56.0	0.0	811.0	8.0	0.009864364981504316					1.0	1.0	Unclassified
gene:BVRB_1g004130	2.0	0.0	19.0	0.0	0.0	3.0	0.0	37.0	0.0	0.0	10.0	0.0	100.0	0.0	0.0							NA
gene:BVRB_1g006090	4.0	0.0	16.0	0.0	0.0	8.0	0.0	37.0	0.0	0.0	21.0	0.0	110.0	1.0	0.00909090909090909					1.0	1.0	Unmethylated
gene:BVRB_1g000670	11.0	10.0	188.0	165.0	0.8776595744680851	24.0	2.0	376.0	18.0	0.04787234042553192	67.0	2.0	1136.0	8.0	0.007042253521126761			0.3884204889246724	1.0	0.17851496423120214	0.7174743690918131	Unclassified
gene:BVRB_1g015550																						NA
gene:BVRB_1g001970	9.0	3.0	84.0	48.0	0.5714285714285714	5.0	0.0	91.0	1.0	0.01098901098901099	17.0	0.0	256.0	2.0	0.0078125							Unclassified
gene:BVRB_1g007750	32.0	0.0	635.0	3.0	0.004724409448818898	20.0	0.0	296.0	2.0	0.006756756756756757	43.0	0.0	755.0	2.0	0.002649006622516557	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g000170	11.0	8.0	109.0	51.0	0.4678899082568808	18.0	0.0	213.0	2.0	0.009389671361502348	62.0	0.0	556.0	2.0	0.0035971223021582736					1.0	1.0	Unclassified
gene:BVRB_1g003290	65.0	39.0	1094.0	436.0	0.3985374771480805	42.0	1.0	478.0	4.0	0.008368200836820083	129.0	0.0	1273.0	3.0	0.002356637863315004	1.0278877022733053e-07	2.466442177758891e-07	0.9094168028077504	1.0	1.0	1.0	gbM
gene:BVRB_1g005910	2.0	0.0	8.0	0.0	0.0	1.0	0.0	14.0	1.0	0.07142857142857142	3.0	0.0	35.0	0.0	0.0							NA
gene:BVRB_1g006790											2.0	0.0	46.0	0.0	0.0							NA
gene:BVRB_1g005350											1.0	0.0	19.0	4.0	0.21052631578947367							NA
gene:BVRB_1g015410	29.0	18.0	191.0	103.0	0.5392670157068062	66.0	0.0	421.0	1.0	0.0023752969121140144	158.0	0.0	1014.0	0.0	0.0	0.00015866448294816219	0.0003240656301541315	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g013020	9.0	9.0	54.0	53.0	0.9814814814814816	26.0	25.0	271.0	255.0	0.940959409594096	46.0	18.0	508.0	160.0	0.31496062992125984			1.030317634526012e-30	6.57195462594092e-30	2.308522201710789e-23	2.2979279473432043e-22	TE-like
gene:BVRB_1g005170						1.0	0.0	23.0	0.0	0.0	3.0	0.0	109.0	0.0	0.0							NA
gene:BVRB_1g009830	27.0	17.0	304.0	194.0	0.6381578947368421	50.0	0.0	504.0	1.0	0.001984126984126984	151.0	0.0	1540.0	3.0	0.001948051948051948	0.00018827021827939956	0.00038283126913415743	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g012390	3.0	3.0	19.0	10.0	0.5263157894736842	4.0	0.0	20.0	0.0	0.0	4.0	0.0	45.0	0.0	0.0							NA
gene:BVRB_1g003440																						NA
gene:BVRB_1g008140	63.0	0.0	1007.0	3.0	0.0029791459781529296	35.0	0.0	559.0	1.0	0.0017889087656529515	80.0	0.0	1093.0	3.0	0.0027447392497712718	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g001110	17.0	14.0	121.0	100.0	0.8264462809917356	54.0	0.0	365.0	1.0	0.0027397260273972607	107.0	0.0	742.0	5.0	0.006738544474393531			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g015860	28.0	14.0	215.0	123.0	0.5720930232558139	27.0	2.0	170.0	8.0	0.047058823529411764	92.0	0.0	628.0	2.0	0.0031847133757961785	0.012501913539365141	0.02281328225698458	0.4471217140916138	1.0	1.0	1.0	gbM
gene:BVRB_1g011230	31.0	27.0	260.0	230.0	0.8846153846153846	49.0	0.0	490.0	1.0	0.0020408163265306124	156.0	0.0	1320.0	2.0	0.0015151515151515152	1.4522921370829878e-11	4.3508467285920356e-11	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g004500	30.0	2.0	185.0	16.0	0.08648648648648649	26.0	1.0	218.0	7.0	0.03211009174311927	77.0	0.0	556.0	2.0	0.0035971223021582736	0.9994162214406822	1.0	0.7738675812450816	1.0	1.0	1.0	Unclassified
gene:BVRB_1g010930	59.0	59.0	1162.0	1144.0	0.9845094664371772	13.0	13.0	254.0	236.0	0.9291338582677166	63.0	17.0	890.0	162.0	0.1820224719101124	5.0077698338984956e-33	8.632848269973139e-32			5.976201873630725e-19	5.0994900251640866e-18	TE-like
gene:BVRB_1g007490																						NA
gene:BVRB_1g008350	3.0	3.0	32.0	29.0	0.90625	45.0	45.0	391.0	370.0	0.9462915601023018	178.0	66.0	1598.0	368.0	0.2302878598247809			3.3061817086276936e-57	4.613156665319579e-56	1.113329980628235e-79	4.135928613118371e-78	TE-like
gene:BVRB_1g012550	3.0	3.0	31.0	23.0	0.7419354838709677	13.0	0.0	85.0	0.0	0.0	32.0	0.0	251.0	3.0	0.011952191235059759					1.0	1.0	Unclassified
gene:BVRB_1g004200	18.0	18.0	70.0	64.0	0.9142857142857144	15.0	0.0	84.0	0.0	0.0	40.0	0.0	251.0	2.0	0.00796812749003984					1.0	1.0	Unclassified
gene:BVRB_1g011450	22.0	22.0	391.0	382.0	0.9769820971867008	13.0	12.0	223.0	206.0	0.9237668161434978	86.0	32.0	818.0	213.0	0.2603911980440098	9.032325745108808e-13	3.144195543662618e-12			1.5787615832507727e-39	2.497786561359576e-38	TE-like
gene:BVRB_1g014550	2.0	0.0	18.0	2.0	0.1111111111111111	2.0	0.0	16.0	0.0	0.0	11.0	0.0	131.0	1.0	0.0076335877862595426							NA
gene:BVRB_1g004280	3.0	0.0	31.0	1.0	0.03225806451612903	6.0	0.0	28.0	1.0	0.03571428571428571	12.0	0.0	95.0	2.0	0.021052631578947368							Unmethylated
gene:BVRB_1g003270																						NA
gene:BVRB_1g005370	1.0	1.0	24.0	22.0	0.9166666666666666						3.0	0.0	145.0	0.0	0.0							NA
gene:BVRB_1g002470	21.0	21.0	556.0	539.0	0.9694244604316546	16.0	16.0	479.0	366.0	0.7640918580375783	56.0	13.0	826.0	70.0	0.0847457627118644	3.1861282013505675e-12	1.0375972627351202e-11			6.800609476560011e-14	4.765742378362638e-13	TE-like
gene:BVRB_1g000790											1.0	0.0	97.0	0.0	0.0							NA
gene:BVRB_1g002410	7.0	7.0	56.0	45.0	0.8035714285714286	14.0	0.0	96.0	1.0	0.010416666666666666	30.0	0.0	217.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g011700	14.0	13.0	147.0	134.0	0.9115646258503399	27.0	0.0	223.0	6.0	0.02690582959641256	61.0	0.0	598.0	7.0	0.011705685618729096			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g008790	4.0	0.0	26.0	0.0	0.0	6.0	0.0	31.0	0.0	0.0	9.0	0.0	59.0	0.0	0.0							NA
gene:BVRB_1g011360	14.0	0.0	133.0	0.0	0.0	8.0	0.0	91.0	0.0	0.0	36.0	0.0	288.0	2.0	0.006944444444444444					1.0	1.0	Unmethylated
gene:BVRB_1g003760	8.0	4.0	100.0	62.0	0.62	6.0	0.0	62.0	0.0	0.0	24.0	0.0	265.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g012100	166.0	166.0	2579.0	2526.0	0.9794493989918572	228.0	226.0	3794.0	3353.0	0.8837638376383764	638.0	244.0	9814.0	1753.0	0.1786223761972692	1.3213968988542075e-91	3.926103374183884e-89	5.06989533176792e-280	5.281985953146876e-277	1.1303415484748348e-293	1.085773795992113e-290	TE-like
gene:BVRB_1g014100											3.0	0.0	30.0	0.0	0.0							NA
gene:BVRB_1g013370																						NA
gene:BVRB_1g001900	5.0	4.0	24.0	18.0	0.75	8.0	0.0	48.0	0.0	0.0	10.0	0.0	67.0	1.0	0.01492537313432836							Unclassified
gene:BVRB_1g013180	5.0	0.0	72.0	15.0	0.2083333333333333	12.0	0.0	124.0	0.0	0.0	27.0	0.0	255.0	1.0	0.0039215686274509795					1.0	1.0	Unmethylated
gene:BVRB_1g012280	9.0	0.0	91.0	0.0	0.0	6.0	0.0	43.0	0.0	0.0	20.0	0.0	191.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_1g009990	18.0	7.0	234.0	62.0	0.26495726495726496	8.0	0.0	130.0	2.0	0.015384615384615384	30.0	0.0	362.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g013060																						NA
gene:BVRB_1g006370	3.0	0.0	31.0	16.0	0.5161290322580645	7.0	0.0	69.0	0.0	0.0	12.0	0.0	100.0	0.0	0.0							Unmethylated
gene:BVRB_1g010330	9.0	2.0	70.0	11.0	0.15714285714285714	15.0	0.0	78.0	0.0	0.0	24.0	0.0	173.0	1.0	0.0057803468208092465					1.0	1.0	Unclassified
gene:BVRB_1g002430	2.0	2.0	27.0	18.0	0.6666666666666666	8.0	0.0	62.0	0.0	0.0	7.0	0.0	87.0	0.0	0.0							NA
gene:BVRB_1g013730	10.0	10.0	59.0	57.0	0.9661016949152542	3.0	3.0	16.0	16.0	1.0	46.0	17.0	275.0	64.0	0.23272727272727275					1.2411577638589763e-21	1.1696629017782419e-20	TE-like
gene:BVRB_1g014500	52.0	52.0	1277.0	1237.0	0.9686765857478464	37.0	37.0	934.0	841.0	0.9004282655246253	166.0	70.0	3610.0	554.0	0.15346260387811633	3.4032193678173067e-29	4.60848821095046e-28	3.6335848168203053e-47	3.9570624895372354e-46	2.9741863500861297e-89	1.294396700192824e-87	TE-like
gene:BVRB_1g012160	5.0	0.0	34.0	0.0	0.0	5.0	0.0	58.0	0.0	0.0	9.0	0.0	122.0	0.0	0.0							NA
gene:BVRB_1g003140	5.0	0.0	23.0	0.0	0.0	3.0	0.0	13.0	0.0	0.0	7.0	0.0	42.0	0.0	0.0							NA
gene:BVRB_1g004350	5.0	0.0	39.0	5.0	0.1282051282051282	6.0	0.0	54.0	0.0	0.0	20.0	0.0	198.0	2.0	0.010101010101010102					1.0	1.0	Unmethylated
gene:BVRB_1g013520	16.0	12.0	106.0	78.0	0.7358490566037735	14.0	12.0	92.0	53.0	0.5760869565217391	71.0	19.0	439.0	82.0	0.1867881548974943					6.2401945697720076e-21	5.743883406864747e-20	TE-like
gene:BVRB_1g001840	2.0	0.0	26.0	5.0	0.19230769230769232	12.0	0.0	124.0	0.0	0.0	12.0	0.0	124.0	0.0	0.0							Unmethylated
gene:BVRB_1g004170																						NA
gene:BVRB_1g005290																						NA
gene:BVRB_1g004050	9.0	5.0	136.0	85.0	0.625	8.0	0.0	116.0	0.0	0.0	17.0	0.0	187.0	1.0	0.0053475935828877							Unclassified
gene:BVRB_1g011080	30.0	6.0	581.0	29.0	0.04991394148020654	31.0	0.0	556.0	1.0	0.0017985611510791368	62.0	0.0	802.0	2.0	0.002493765586034913	0.8917845265930291	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g002070	28.0	4.0	277.0	34.0	0.12274368231046932	23.0	0.0	229.0	1.0	0.004366812227074236	70.0	0.0	676.0	0.0	0.0	0.9757769006988132	1.0	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g003910	7.0	0.0	60.0	1.0	0.016666666666666666	6.0	0.0	52.0	0.0	0.0	14.0	0.0	133.0	0.0	0.0							Unmethylated
gene:BVRB_1g007390	3.0	0.0	53.0	15.0	0.2830188679245283	7.0	0.0	73.0	0.0	0.0	19.0	0.0	244.0	0.0	0.0							Unmethylated
gene:BVRB_1g014240	13.0	13.0	95.0	89.0	0.9368421052631579	33.0	33.0	277.0	259.0	0.9350180505415162	111.0	26.0	928.0	158.0	0.17025862068965514			3.809251031393839e-42	3.5539743577974454e-41	1.962423094586476e-26	2.1631693259015513e-25	TE-like
gene:BVRB_1g014200	6.0	6.0	56.0	54.0	0.9642857142857144	15.0	15.0	204.0	190.0	0.9313725490196079	50.0	17.0	311.0	91.0	0.29260450160771706					6.6888043526366485e-21	6.127455104513462e-20	TE-like
gene:BVRB_1g005050																						NA
gene:BVRB_1g002150	13.0	3.0	124.0	14.0	0.1129032258064516	15.0	0.0	156.0	0.0	0.0	18.0	0.0	178.0	1.0	0.005617977528089888							Unclassified
gene:BVRB_1g004100	20.0	20.0	191.0	184.0	0.9633507853403142	34.0	0.0	349.0	1.0	0.0028653295128939827	77.0	0.0	856.0	6.0	0.0070093457943925215	1.1238980083217883e-11	3.4033626139288695e-11	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g006960	2.0	0.0	13.0	0.0	0.0	2.0	0.0	13.0	0.0	0.0	7.0	0.0	50.0	1.0	0.02							NA
gene:BVRB_1g008070	12.0	0.0	138.0	3.0	0.021739130434782608	8.0	0.0	109.0	0.0	0.0	11.0	0.0	159.0	0.0	0.0							Unmethylated
gene:BVRB_1g014520	1.0	0.0	12.0	5.0	0.4166666666666667	1.0	0.0	17.0	0.0	0.0	4.0	0.0	80.0	0.0	0.0							NA
gene:BVRB_1g003430	45.0	10.0	1022.0	131.0	0.12818003913894324	27.0	1.0	497.0	3.0	0.0060362173038229355	118.0	11.0	2280.0	89.0	0.03903508771929825	0.860489559822926	1.0	0.7864347299817535	1.0	1.3562485685403646e-07	7.345481574599606e-07	TE-like
gene:BVRB_1g001290	13.0	4.0	166.0	34.0	0.20481927710843373	12.0	0.0	136.0	0.0	0.0	58.0	0.0	584.0	1.0	0.0017123287671232876					1.0	1.0	Unclassified
gene:BVRB_1g009320	6.0	6.0	103.0	96.0	0.9320388349514565	5.0	5.0	72.0	57.0	0.7916666666666666	21.0	6.0	246.0	40.0	0.16260162601626016					1.0447074776943837e-07	5.683343915871386e-07	TE-like
gene:BVRB_1g015750	14.0	4.0	130.0	35.0	0.2692307692307692	11.0	2.0	112.0	6.0	0.05357142857142857	33.0	1.0	303.0	3.0	0.0099009900990099					0.3157278876008601	1.0	Unclassified
gene:BVRB_1g003950	4.0	1.0	19.0	2.0	0.10526315789473684	6.0	0.0	22.0	0.0	0.0	10.0	0.0	52.0	0.0	0.0							Unmethylated
gene:BVRB_1g010760	17.0	17.0	396.0	391.0	0.9873737373737372	14.0	13.0	299.0	264.0	0.8829431438127091	63.0	4.0	1176.0	41.0	0.03486394557823129					0.0059524209354450686	0.026236695096645453	TE-like
gene:BVRB_1g009480	1.0	0.0	6.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	7.0	0.0	50.0	0.0	0.0							NA
gene:BVRB_1g015360	19.0	18.0	208.0	199.0	0.9567307692307692	34.0	1.0	284.0	5.0	0.017605633802816902	80.0	0.0	669.0	2.0	0.002989536621823617			0.8568783822071693	1.0	1.0	1.0	Unclassified
gene:BVRB_1g003060	8.0	7.0	84.0	64.0	0.7619047619047619	11.0	0.0	108.0	1.0	0.009259259259259259	22.0	0.0	291.0	4.0	0.013745704467353952					1.0	1.0	Unclassified
gene:BVRB_1g003730	16.0	15.0	130.0	117.0	0.9	27.0	0.0	236.0	1.0	0.00423728813559322	81.0	0.0	608.0	1.0	0.001644736842105263			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g008110	16.0	0.0	97.0	1.0	0.010309278350515464	17.0	0.0	108.0	1.0	0.009259259259259259	25.0	0.0	171.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_1g013460	2.0	2.0	18.0	18.0	1.0	2.0	0.0	24.0	0.0	0.0	9.0	0.0	98.0	0.0	0.0							NA
gene:BVRB_1g006980	3.0	0.0	18.0	0.0	0.0	13.0	0.0	61.0	0.0	0.0	35.0	0.0	221.0	2.0	0.00904977375565611					1.0	1.0	Unmethylated
gene:BVRB_1g005700	8.0	8.0	91.0	89.0	0.978021978021978	6.0	0.0	82.0	1.0	0.012195121951219513	17.0	0.0	223.0	0.0	0.0							Unclassified
gene:BVRB_1g010840	4.0	3.0	40.0	33.0	0.825	7.0	0.0	74.0	1.0	0.013513513513513514	26.0	0.0	243.0	1.0	0.00411522633744856					1.0	1.0	Unclassified
gene:BVRB_1g012250						4.0	0.0	42.0	0.0	0.0	6.0	0.0	72.0	0.0	0.0							NA
gene:BVRB_1g011430																						NA
gene:BVRB_1g015140	8.0	0.0	95.0	0.0	0.0	9.0	0.0	133.0	0.0	0.0	34.0	0.0	385.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_1g006600																						NA
gene:BVRB_1g009290	7.0	6.0	58.0	32.0	0.5517241379310345	9.0	0.0	63.0	0.0	0.0	16.0	0.0	140.0	0.0	0.0							Unclassified
gene:BVRB_1g000780	3.0	3.0	21.0	18.0	0.8571428571428571	5.0	0.0	29.0	1.0	0.03448275862068965	4.0	0.0	45.0	2.0	0.04444444444444445							NA
gene:BVRB_1g000850	1.0	1.0	9.0	8.0	0.8888888888888888	10.0	0.0	45.0	0.0	0.0	17.0	0.0	98.0	1.0	0.010204081632653059							Unmethylated
gene:BVRB_1g006020	78.0	77.0	612.0	592.0	0.9673202614379084	122.0	1.0	940.0	10.0	0.010638297872340424	299.0	1.0	2288.0	9.0	0.003933566433566434	3.9338097996625925e-41	1.0137588417395789e-39	0.9990657314455336	1.0	0.9678579601811768	1.0	gbM
gene:BVRB_1g004520						6.0	0.0	73.0	0.0	0.0	23.0	0.0	232.0	0.0	0.0					1.0	1.0	NA
gene:BVRB_1g013920	2.0	0.0	27.0	8.0	0.2962962962962963	3.0	0.0	44.0	0.0	0.0	11.0	0.0	114.0	0.0	0.0							NA
gene:BVRB_1g001490	32.0	19.0	594.0	216.0	0.3636363636363637	25.0	11.0	373.0	71.0	0.1903485254691689	71.0	9.0	856.0	64.0	0.07476635514018691	0.00024013338168487618	0.00048711394011659016	3.354325031319859e-08	1.3978590513853627e-07	1.3100126399992652e-07	7.097925053469023e-07	TE-like
gene:BVRB_1g005190	8.0	5.0	53.0	22.0	0.4150943396226415	9.0	0.0	71.0	0.0	0.0	38.0	0.0	298.0	1.0	0.003355704697986577					1.0	1.0	Unclassified
gene:BVRB_1g000230	21.0	6.0	146.0	41.0	0.2808219178082192	16.0	0.0	132.0	0.0	0.0	17.0	0.0	258.0	2.0	0.007751937984496123	0.5730281959477346	0.8616747298993771					Unclassified
gene:BVRB_1g015270	34.0	7.0	205.0	35.0	0.17073170731707318	30.0	9.0	203.0	33.0	0.1625615763546798	108.0	8.0	661.0	31.0	0.04689863842662632	0.8868244022750758	1.0	2.4781973155121545e-05	9.860732921239004e-05	3.721604807336065e-05	0.0001827908745400124	TE-like
gene:BVRB_1g008250	31.0	5.0	456.0	26.0	0.05701754385964913	15.0	0.0	164.0	1.0	0.006097560975609756	57.0	0.0	757.0	0.0	0.0	0.9630940343878488	1.0			1.0	1.0	Unmethylated
gene:BVRB_1g001120	22.0	0.0	197.0	10.0	0.05076142131979696	12.0	2.0	108.0	5.0	0.04629629629629629	52.0	0.0	422.0	5.0	0.011848341232227487	1.0	1.0			1.0	1.0	Unclassified
gene:BVRB_1g001210	2.0	0.0	23.0	4.0	0.17391304347826084	1.0	0.0	19.0	0.0	0.0	9.0	0.0	125.0	0.0	0.0							NA
gene:BVRB_1g002250	10.0	10.0	205.0	200.0	0.975609756097561	10.0	9.0	169.0	150.0	0.8875739644970414	28.0	10.0	441.0	59.0	0.13378684807256236					4.143091123548592e-13	2.805452639953749e-12	TE-like
gene:BVRB_1g005150	13.0	0.0	157.0	8.0	0.050955414012738856	12.0	2.0	132.0	17.0	0.12878787878787878	42.0	0.0	453.0	16.0	0.03532008830022075					1.0	1.0	Unclassified
gene:BVRB_1g005640	1.0	0.0	24.0	2.0	0.08333333333333333	9.0	0.0	83.0	0.0	0.0	10.0	0.0	175.0	1.0	0.005714285714285714							Unmethylated
gene:BVRB_1g007580																						NA
gene:BVRB_1g008730	3.0	3.0	22.0	22.0	1.0	6.0	0.0	46.0	1.0	0.021739130434782608	9.0	0.0	76.0	0.0	0.0							NA
gene:BVRB_1g009010						3.0	0.0	20.0	0.0	0.0	18.0	0.0	100.0	2.0	0.02							NA
gene:BVRB_1g013550	9.0	9.0	83.0	75.0	0.9036144578313252	37.0	2.0	274.0	6.0	0.021897810218978103	65.0	0.0	523.0	2.0	0.003824091778202677			0.6169462480769837	1.0	1.0	1.0	Unclassified
gene:BVRB_1g006120	34.0	20.0	708.0	210.0	0.2966101694915254	51.0	0.0	681.0	1.0	0.0014684287812041115	103.0	0.0	1076.0	3.0	0.0027881040892193307	0.00019718455498757715	0.00040079645361861265	1.0	1.0	1.0	1.0	gbM
gene:BVRB_1g004410						7.0	0.0	44.0	0.0	0.0	10.0	0.0	81.0	0.0	0.0							NA
gene:BVRB_1g007340											2.0	0.0	71.0	1.0	0.014084507042253518							NA
gene:BVRB_1g007280	11.0	3.0	70.0	13.0	0.18571428571428567	10.0	0.0	63.0	0.0	0.0	28.0	0.0	193.0	0.0	0.0					1.0	1.0	Unclassified
gene:BVRB_1g012580	4.0	0.0	33.0	0.0	0.0						6.0	0.0	98.0	1.0	0.010204081632653059							NA
gene:BVRB_1g004670																						NA
gene:BVRB_1g009090	6.0	5.0	51.0	45.0	0.8823529411764706	18.0	0.0	156.0	1.0	0.00641025641025641	44.0	0.0	403.0	4.0	0.009925558312655087					1.0	1.0	Unclassified
gene:BVRB_1g004040	8.0	0.0	80.0	6.0	0.075	5.0	0.0	43.0	3.0	0.06976744186046513	17.0	0.0	159.0	13.0	0.08176100628930817							Unmethylated
gene:BVRB_1g006580																						NA
gene:BVRB_1g002460																						NA
gene:BVRB_1g008850	42.0	24.0	618.0	314.0	0.5080906148867314	34.0	28.0	399.0	309.0	0.7744360902255639	162.0	35.0	1728.0	222.0	0.1284722222222222	8.78015459479972e-05	0.00018235427984512084	6.941848980439015e-30	4.400963283643436e-29	1.0319619606849122e-33	1.4117827515046492e-32	TE-like
gene:BVRB_1g001330	3.0	1.0	26.0	7.0	0.2692307692307692	7.0	0.0	45.0	0.0	0.0	22.0	0.0	137.0	0.0	0.0					1.0	1.0	Unmethylated
gene:BVRB_1g011840																						NA
gene:BVRB_1g013950	23.0	10.0	234.0	53.0	0.2264957264957265	23.0	0.0	241.0	0.0	0.0	54.0	0.0	424.0	1.0	0.0023584905660377358	0.08740800936749929	0.14845254045569567	1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g014130																						NA
gene:BVRB_1g014330											9.0	0.0	69.0	1.0	0.014492753623188406							NA
gene:BVRB_1g008280	52.0	2.0	416.0	12.0	0.02884615384615385	28.0	0.0	198.0	2.0	0.010101010101010102	81.0	0.0	592.0	10.0	0.01689189189189189	0.999999360979196	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g003580	1.0	1.0	14.0	12.0	0.8571428571428571	2.0	0.0	20.0	0.0	0.0	7.0	0.0	79.0	1.0	0.012658227848101266							NA
gene:BVRB_1g012340	6.0	3.0	60.0	45.0	0.75	33.0	0.0	224.0	4.0	0.017857142857142856	62.0	0.0	500.0	3.0	0.006			1.0	1.0	1.0	1.0	Unclassified
gene:BVRB_1g001360	38.0	38.0	678.0	644.0	0.9498525073746312	40.0	1.0	617.0	11.0	0.017828200972447326	106.0	0.0	1448.0	5.0	0.003453038674033149	1.5717414734836319e-21	1.2423890739539631e-20	0.8984424902530291	1.0	1.0	1.0	gbM
gene:BVRB_1g014180	53.0	0.0	904.0	1.0	0.0011061946902654867	26.0	0.0	343.0	0.0	0.0	58.0	0.0	884.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	Unmethylated
gene:BVRB_1g009400	9.0	3.0	78.0	20.0	0.2564102564102564	10.0	0.0	67.0	0.0	0.0	14.0	0.0	115.0	0.0	0.0							Unclassified
gene:BVRB_1g003630																						NA
gene:BVRB_1g009970	5.0	5.0	54.0	53.0	0.9814814814814816	6.0	6.0	59.0	56.0	0.9491525423728814	21.0	12.0	309.0	80.0	0.2588996763754045					1.3300187009471463e-18	1.1157886144939003e-17	TE-like
