,Duplicate.1,Duplicate.1_Methylation,Duplicate.2,Duplicate.2_Methylation,Duplication,Similarity,Classification
19141,AT3G29450,teM,AT4G09660,teM,dispersed,Same,teM-teM
19151,AT1G42710,teM,AT4G09660,teM,dispersed,Same,teM-teM
19161,AT2G06541,teM,AT4G09660,teM,dispersed,Same,teM-teM
19171,AT2G21880,Unclassified,AT4G09720,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
19181,AT1G22740,Unmethylated,AT4G09720,Unclassified,dispersed,Undetermined,NA
19191,AT1G74320,Unmethylated,AT4G09760,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19201,AT1G71697,Unmethylated,AT4G09760,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19212,AT3G32130,teM,AT4G09775,teM,dispersed,Same,teM-teM
19221,AT2G13980,teM,AT4G09775,teM,dispersed,Same,teM-teM
19231,AT4G03292,Unmethylated,AT4G09775,teM,dispersed,Different,NA
19241,AT3G43505,Unmethylated,AT4G09795,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19251,AT1G49435,Unmethylated,AT4G09795,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19261,AT2G10535,Unmethylated,AT4G09795,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19271,AT3G24700,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19281,AT3G23260,Unclassified,AT4G09870,Unmethylated,dispersed,Undetermined,NA
19301,AT3G19560,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19312,AT3G23633,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19321,AT1G62270,Unclassified,AT4G09870,Unmethylated,dispersed,Undetermined,NA
19331,AT2G27520,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19341,AT3G23420,gbM,AT4G09870,Unmethylated,dispersed,Different,NA
19351,AT2G17830,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19361,AT2G38590,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19371,AT3G49980,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19381,AT2G18780,Unclassified,AT4G09870,Unmethylated,dispersed,Undetermined,NA
19391,AT3G25460,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19401,AT1G66490,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19412,AT3G04250,Unclassified,AT4G09870,Unmethylated,dispersed,Undetermined,NA
19421,AT3G13680,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19431,AT2G04920,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19441,AT3G10430,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19451,AT1G54550,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19461,AT3G20030,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19471,AT3G24580,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19481,AT3G25090,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19491,AT2G24510,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19501,AT2G07140,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19512,AT3G08750,Unmethylated,AT4G09870,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19521,AT3G44120,Unclassified,AT4G09870,Unmethylated,dispersed,Undetermined,NA
19531,AT1G65990,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19541,AT1G59680,teM,AT4G09870,Unmethylated,dispersed,Different,NA
19551,AT4G04690,Unclassified,AT4G09870,Unmethylated,dispersed,Undetermined,NA
19561,AT2G06983,Unmethylated,AT4G10115,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19571,AT1G04920,Unmethylated,AT4G10120,gbM,dispersed,Different,NA
19581,AT1G62270,Unclassified,AT4G10190,teM,dispersed,Undetermined,teM-Unclassified
19591,AT3G49980,teM,AT4G10190,teM,dispersed,Same,teM-teM
19601,AT4G09870,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19612,AT2G27520,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19621,AT3G08750,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19631,AT1G59680,teM,AT4G10190,teM,dispersed,Same,teM-teM
19641,AT2G17830,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19651,AT3G25460,teM,AT4G10190,teM,dispersed,Same,teM-teM
19661,AT3G23260,Unclassified,AT4G10190,teM,dispersed,Undetermined,teM-Unclassified
19671,AT3G13680,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19681,AT3G24580,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19691,AT3G23420,gbM,AT4G10190,teM,dispersed,Different,gbM-teM
19701,AT2G07140,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19712,AT3G04250,Unclassified,AT4G10190,teM,dispersed,Undetermined,teM-Unclassified
19721,AT3G23633,teM,AT4G10190,teM,dispersed,Same,teM-teM
19731,AT2G18780,Unclassified,AT4G10190,teM,dispersed,Undetermined,teM-Unclassified
19741,AT4G04690,Unclassified,AT4G10190,teM,dispersed,Undetermined,teM-Unclassified
19751,AT1G54550,teM,AT4G10190,teM,dispersed,Same,teM-teM
19761,AT3G44120,Unclassified,AT4G10190,teM,dispersed,Undetermined,teM-Unclassified
19771,AT1G66490,teM,AT4G10190,teM,dispersed,Same,teM-teM
19781,AT3G20030,teM,AT4G10190,teM,dispersed,Same,teM-teM
19791,AT2G38590,teM,AT4G10190,teM,dispersed,Same,teM-teM
19801,AT3G10430,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19812,AT2G24510,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19821,AT1G65990,teM,AT4G10190,teM,dispersed,Same,teM-teM
19831,AT3G25090,teM,AT4G10190,teM,dispersed,Same,teM-teM
19841,AT3G24700,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19851,AT2G04920,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19861,AT1G77650,Unmethylated,AT4G10190,teM,dispersed,Different,NA
19881,AT3G19560,teM,AT4G10190,teM,dispersed,Same,teM-teM
19891,AT3G29794,teM,AT4G10200,Unmethylated,dispersed,Different,NA
19901,AT2G06500,teM,AT4G10200,Unmethylated,dispersed,Different,NA
19912,AT1G35150,teM,AT4G10200,Unmethylated,dispersed,Different,NA
19921,AT2G16040,teM,AT4G10200,Unmethylated,dispersed,Different,NA
19931,AT2G19960,teM,AT4G10200,Unmethylated,dispersed,Different,NA
19941,AT3G29638,teM,AT4G10200,Unmethylated,dispersed,Different,NA
19951,AT2G13760,teM,AT4G10230,teM,dispersed,Same,teM-teM
19961,AT1G24380,teM,AT4G10230,teM,dispersed,Same,teM-teM
19971,AT1G66235,teM,AT4G10230,teM,dispersed,Same,teM-teM
19981,AT1G08695,Unmethylated,AT4G10457,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
19991,AT1G65113,Unmethylated,AT4G10457,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20001,AT2G18196,Unmethylated,AT4G10465,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20012,AT2G02520,teM,AT4G10613,teM,dispersed,Same,teM-teM
20021,AT1G50080,Unmethylated,AT4G10613,teM,dispersed,Different,NA
20031,AT2G19146,teM,AT4G10613,teM,dispersed,Same,teM-teM
20041,AT1G60720,teM,AT4G10613,teM,dispersed,Same,teM-teM
20051,AT4G05095,teM,AT4G10613,teM,dispersed,Same,teM-teM
20061,AT1G33710,Unmethylated,AT4G10613,teM,dispersed,Different,NA
20071,AT3G29380,Unmethylated,AT4G10680,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20081,AT3G23260,Unclassified,AT4G10740,teM,dispersed,Undetermined,teM-Unclassified
20091,AT3G24700,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20102,AT3G24580,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20112,AT3G23420,gbM,AT4G10740,teM,dispersed,Different,gbM-teM
20121,AT3G44120,Unclassified,AT4G10740,teM,dispersed,Undetermined,teM-Unclassified
20131,AT2G11200,teM,AT4G10740,teM,dispersed,Same,teM-teM
20141,AT3G08750,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20151,AT4G04690,Unclassified,AT4G10740,teM,dispersed,Undetermined,teM-Unclassified
20161,AT3G49980,teM,AT4G10740,teM,dispersed,Same,teM-teM
20171,AT3G20030,teM,AT4G10740,teM,dispersed,Same,teM-teM
20181,AT2G17830,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20191,AT2G33655,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20201,AT2G18780,Unclassified,AT4G10740,teM,dispersed,Undetermined,teM-Unclassified
20212,AT2G07140,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20221,AT2G27520,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20231,AT3G25460,teM,AT4G10740,teM,dispersed,Same,teM-teM
20241,AT1G62270,Unclassified,AT4G10740,teM,dispersed,Undetermined,teM-Unclassified
20251,AT4G10190,teM,AT4G10740,teM,dispersed,Same,teM-teM
20261,AT3G04250,Unclassified,AT4G10740,teM,dispersed,Undetermined,teM-Unclassified
20271,AT1G66490,teM,AT4G10740,teM,dispersed,Same,teM-teM
20281,AT4G09870,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20291,AT1G59680,teM,AT4G10740,teM,dispersed,Same,teM-teM
20301,AT3G13680,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20312,AT3G25090,teM,AT4G10740,teM,dispersed,Same,teM-teM
20321,AT2G38590,teM,AT4G10740,teM,dispersed,Same,teM-teM
20331,AT3G19560,teM,AT4G10740,teM,dispersed,Same,teM-teM
20341,AT3G10430,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20351,AT1G65990,teM,AT4G10740,teM,dispersed,Same,teM-teM
20361,AT2G04920,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20371,AT1G54550,teM,AT4G10740,teM,dispersed,Same,teM-teM
20381,AT2G24510,Unmethylated,AT4G10740,teM,dispersed,Different,NA
20391,AT2G06983,Unmethylated,AT4G10767,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20401,AT4G10115,Unmethylated,AT4G10767,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20412,AT1G66770,Unmethylated,AT4G10850,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20421,AT4G10720,Unclassified,AT4G11000,Unmethylated,dispersed,Undetermined,NA
20431,AT2G46340,gbM,AT4G11110,gbM,dispersed,Same,gbM-gbM
20441,AT3G18650,Unmethylated,AT4G11250,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20451,AT4G02235,Unmethylated,AT4G11250,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20461,AT3G21770,Unmethylated,AT4G11290,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20471,AT1G05260,Unmethylated,AT4G11290,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20481,AT3G25265,Unmethylated,AT4G11485,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20491,AT2G22055,Unmethylated,AT4G11510,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20501,AT3G04735,Unmethylated,AT4G11510,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20512,AT2G32885,Unmethylated,AT4G11510,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20521,AT2G34825,Unmethylated,AT4G11510,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20531,AT2G32835,Unmethylated,AT4G11510,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20561,AT3G48880,gbM,AT4G11580,Unmethylated,dispersed,Different,NA
20571,AT3G61300,Unclassified,AT4G11610,Unmethylated,dispersed,Undetermined,NA
20581,AT4G00700,Unmethylated,AT4G11610,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20591,AT1G24240,Unclassified,AT4G11630,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
20601,AT2G34825,Unmethylated,AT4G11653,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20612,AT1G35467,Unmethylated,AT4G11653,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20621,AT1G12760,Unmethylated,AT4G11680,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20631,AT1G63170,Unclassified,AT4G11680,Unmethylated,dispersed,Undetermined,NA
20641,AT3G61180,Unclassified,AT4G11680,Unmethylated,dispersed,Undetermined,NA
20651,AT2G25344,Unmethylated,AT4G11760,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20661,AT4G11485,Unmethylated,AT4G11760,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20671,AT3G46910,Unclassified,AT4G12100,Unmethylated,dispersed,Undetermined,NA
20681,AT1G02000,Unmethylated,AT4G12250,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20691,AT2G45310,Unmethylated,AT4G12250,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20701,AT4G00110,Unmethylated,AT4G12250,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20712,AT4G05630,Unmethylated,AT4G12617,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20721,AT1G01150,Unmethylated,AT4G12670,gbM,dispersed,Different,NA
20731,AT1G14770,Unclassified,AT4G12670,gbM,dispersed,Undetermined,gbM-Unclassified
20741,AT1G05990,Unmethylated,AT4G12860,Unclassified,dispersed,Undetermined,NA
20751,AT4G03290,Unmethylated,AT4G12860,Unclassified,dispersed,Undetermined,NA
20761,AT3G07490,Unmethylated,AT4G12860,Unclassified,dispersed,Undetermined,NA
20771,AT2G43290,Unmethylated,AT4G12860,Unclassified,dispersed,Undetermined,NA
20781,AT2G41090,Unmethylated,AT4G12860,Unclassified,dispersed,Undetermined,NA
20791,AT1G30800,Unmethylated,AT4G12950,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20801,AT3G25110,Unclassified,AT4G13050,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
20812,AT4G09153,Unmethylated,AT4G13095,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20821,AT1G03350,Unmethylated,AT4G13110,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20831,AT1G04890,Unmethylated,AT4G13160,Unclassified,dispersed,Undetermined,NA
20841,AT3G13950,Unmethylated,AT4G13266,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20851,AT1G52330,Unmethylated,AT4G13270,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20861,AT1G57780,Unmethylated,AT4G13380,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20871,AT2G35650,Unmethylated,AT4G13410,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20881,AT1G24070,Unmethylated,AT4G13410,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20891,AT1G23480,Unclassified,AT4G13410,Unmethylated,dispersed,Undetermined,NA
20901,AT3G56000,Unclassified,AT4G13410,Unmethylated,dispersed,Undetermined,NA
20912,AT2G33290,Unclassified,AT4G13460,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
20921,AT2G15260,Unclassified,AT4G13490,Unmethylated,dispersed,Undetermined,NA
20931,AT2G05310,Unmethylated,AT4G13500,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20941,AT4G10080,Unclassified,AT4G13530,Unmethylated,dispersed,Undetermined,NA
20951,AT3G23930,Unmethylated,AT4G13540,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20961,AT4G08990,teM,AT4G13610,Unmethylated,dispersed,Different,NA
20971,AT3G24100,Unmethylated,AT4G13615,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
20981,AT4G13160,Unclassified,AT4G13630,gbM,dispersed,Undetermined,gbM-Unclassified
20991,AT1G04890,Unmethylated,AT4G13630,gbM,dispersed,Different,NA
21002,AT1G32100,Unmethylated,AT4G13660,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21012,AT3G43170,Unmethylated,AT4G13680,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21021,AT3G25200,Unmethylated,AT4G13680,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21031,AT1G04830,Unclassified,AT4G13730,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21041,AT1G36370,Unclassified,AT4G13890,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21051,AT1G22020,Unclassified,AT4G13890,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21061,AT4G13610,Unmethylated,AT4G14140,teM,dispersed,Different,NA
21071,AT4G08990,teM,AT4G14140,teM,dispersed,Same,teM-teM
21081,AT1G59550,Unclassified,AT4G14250,Unmethylated,dispersed,Undetermined,NA
21091,AT1G68960,Unmethylated,AT4G14260,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21102,AT2G45940,Unmethylated,AT4G14260,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21112,AT2G41430,Unmethylated,AT4G14270,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21121,AT2G33410,Unmethylated,AT4G14300,gbM,dispersed,Different,NA
21131,AT3G58170,Unmethylated,AT4G14455,Unclassified,dispersed,Undetermined,NA
21141,AT3G04570,Unmethylated,AT4G14465,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21151,AT3G02400,Unmethylated,AT4G14490,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21161,AT1G29060,Unclassified,AT4G14600,Unmethylated,dispersed,Undetermined,NA
21171,AT3G05950,Unmethylated,AT4G14630,teM,dispersed,Different,NA
21181,AT1G74310,Unmethylated,AT4G14670,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21191,AT1G74310,Unmethylated,AT4G14675,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21201,AT4G05590,Unmethylated,AT4G14695,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21211,AT4G12620,Unclassified,AT4G14700,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21221,AT3G63310,Unmethylated,AT4G14730,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21231,AT1G05360,Unclassified,AT4G14950,gbM,dispersed,Undetermined,gbM-Unclassified
21241,AT1G04820,Unmethylated,AT4G14960,Unclassified,dispersed,Undetermined,NA
21251,AT1G50010,Unclassified,AT4G14960,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21261,AT2G14775,Unmethylated,AT4G15096,teM,dispersed,Different,NA
21271,AT3G44713,Unmethylated,AT4G15096,teM,dispersed,Different,NA
21281,AT2G40955,teM,AT4G15096,teM,dispersed,Same,teM-teM
21291,AT2G32260,Unclassified,AT4G15130,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21301,AT2G32290,Unmethylated,AT4G15210,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21312,AT1G05280,Unmethylated,AT4G15240,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21321,AT4G14090,Unclassified,AT4G15550,Unmethylated,dispersed,Undetermined,NA
21331,AT3G06390,Unmethylated,AT4G15610,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21341,AT3G06910,Unclassified,AT4G15880,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21351,AT4G00690,Unclassified,AT4G15880,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21361,AT2G41415,Unmethylated,AT4G15953,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21371,AT1G27135,Unmethylated,AT4G15953,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21381,AT1G51538,Unmethylated,AT4G16050,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21391,AT1G32120,Unclassified,AT4G16050,Unmethylated,dispersed,Undetermined,NA
21401,AT3G14075,gbM,AT4G16070,gbM,dispersed,Same,gbM-gbM
21412,AT4G14260,Unmethylated,AT4G16080,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21421,AT1G68960,Unmethylated,AT4G16080,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21431,AT2G45940,Unmethylated,AT4G16080,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21441,AT2G45930,Unmethylated,AT4G16090,Unclassified,dispersed,Undetermined,NA
21451,AT1G59620,Unmethylated,AT4G16095,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21461,AT1G53350,Unclassified,AT4G16095,Unmethylated,dispersed,Undetermined,NA
21471,AT1G10920,Unmethylated,AT4G16095,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21481,AT1G59780,Unmethylated,AT4G16095,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21491,AT1G50180,gbM,AT4G16095,Unmethylated,dispersed,Different,NA
21501,AT3G42850,gbM,AT4G16130,Unclassified,dispersed,Undetermined,gbM-Unclassified
21512,AT1G10600,Unclassified,AT4G16144,gbM,dispersed,Undetermined,gbM-Unclassified
21521,AT1G69510,gbM,AT4G16146,Unmethylated,dispersed,Different,NA
21531,AT3G27600,teM,AT4G16200,Unclassified,dispersed,Undetermined,teM-Unclassified
21541,AT2G18790,gbM,AT4G16250,gbM,dispersed,Same,gbM-gbM
21551,AT2G35380,Unmethylated,AT4G16270,Unclassified,dispersed,Undetermined,NA
21561,AT1G44970,Unmethylated,AT4G16270,Unclassified,dispersed,Undetermined,NA
21571,AT2G47310,Unmethylated,AT4G16280,gbM,dispersed,Different,NA
21581,AT1G51090,Unmethylated,AT4G16380,gbM,dispersed,Different,NA
21591,AT1G49420,Unmethylated,AT4G16380,gbM,dispersed,Different,NA
21601,AT3G13175,Unmethylated,AT4G16400,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21612,AT3G07740,gbM,AT4G16420,gbM,dispersed,Same,gbM-gbM
21621,AT4G09440,Unmethylated,AT4G16530,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21631,AT2G03010,Unmethylated,AT4G16530,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21641,AT3G10870,Unmethylated,AT4G16690,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21651,AT4G12010,Unclassified,AT4G16930,Unmethylated,dispersed,Undetermined,NA
21661,AT2G44730,Unmethylated,AT4G17060,gbM,dispersed,Different,NA
21671,AT2G35170,Unclassified,AT4G17080,Unclassified,dispersed,Undetermined,Unclassified-Unclassified
21681,AT2G17830,Unmethylated,AT4G17200,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21691,AT1G59680,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21701,AT2G27520,Unmethylated,AT4G17200,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21712,AT3G23633,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21721,AT4G10740,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21731,AT3G13680,Unmethylated,AT4G17200,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21741,AT1G62270,Unclassified,AT4G17200,Unmethylated,dispersed,Undetermined,NA
21751,AT3G49980,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21761,AT3G20030,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21771,AT1G54550,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21781,AT2G18780,Unclassified,AT4G17200,Unmethylated,dispersed,Undetermined,NA
21791,AT3G23260,Unclassified,AT4G17200,Unmethylated,dispersed,Undetermined,NA
21801,AT4G10190,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21812,AT2G11200,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21821,AT3G24700,Unmethylated,AT4G17200,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21831,AT2G38590,teM,AT4G17200,Unmethylated,dispersed,Different,NA
21841,AT2G33655,Unmethylated,AT4G17200,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21851,AT1G77650,Unmethylated,AT4G17200,Unmethylated,dispersed,Same,Unmethylated-Unmethylated
21861,AT3G44120,Unclassified,AT4G17200,Unmethylated,dispersed,Undetermined,NA
